Ticker;Price;Qty;SOURCE;TIME
VHOZ0 Index;-2,5;1000;;14.09.2020 14:46
VHOZ0 Index;-3;1000;;16.09.2020 12:04
VHOZ0 Index;-3;10000;;16.09.2020 13:42
VHOZ0 Index;-3;6000;;16.09.2020 17:29
VHOZ0 Index;-3;7000;;16.09.2020 17:41
VHOZ0 Index;-17;5000;;22.09.2020 13:08
VHOZ0 Index;-19;2000;;24.09.2020 15:56
VHOZ0 Index;-17;1000;;25.09.2020 16:14
VHOZ0 Index;-17;2600;;25.09.2020 16:32
VHOZ0 Index;-17;3000;;29.09.2020 17:21
VHOZ0 Index;-19;2500;;02.10.2020 11:50
VHOZ0 Index;-16;5000;;02.10.2020 12:14
VHOZ0 Index;-16;2000;;02.10.2020 12:57
VHOZ0 Index;-19;1500;;02.10.2020 15:26
VHOZ0 Index;-17;2000;;02.10.2020 17:06
VHOZ0 Index;-17;2000;;02.10.2020 17:25
VHOZ0 Index;-16;5000;;05.10.2020 17:09
VHOZ0 Index;-17;2000;;06.10.2020 09:43
VHOZ0 Index;-16;3000;;06.10.2020 16:18
VHOZ0 Index;-16;3000;;06.10.2020 16:26
VHOZ0 Index;-16;4000;;07.10.2020 12:38
VHOZ0 Index;-15;2000;;09.10.2020 15:54
VHOZ0 Index;-15;2000;;09.10.2020 16:44
VHOZ0 Index;-12;2000;;12.10.2020 13:15
VHOZ0 Index;-15;5000;;13.10.2020 12:36
VHOZ0 Index;-15;1000;;13.10.2020 14:27
VHOZ0 Index;-15;2000;;14.10.2020 10:26
VHOZ0 Index;-14;1000;;16.10.2020 11:05
VHOZ0 Index;-20;1000;;16.10.2020 16:20
VHOZ0 Index;-17;5000;;20.10.2020 16:29
VHOZ0 Index;-15;2000;;27.10.2020 10:25
VHOZ0 Index;-15;2000;;27.10.2020 11:51
VHOZ0 Index;-35;5000;;28.10.2020 16:41
VHOZ0 Index;-35;5000;;29.10.2020 11:43
VHOZ0 Index;-35;5000;;29.10.2020 15:42
VHOZ0 Index;-33;5000;;30.10.2020 12:36
VHOZ0 Index;-33;11000;;30.10.2020 14:02
VHOZ0 Index;-33;2000;;30.10.2020 14:33
VHOZ0 Index;-30;600;;30.10.2020 15:52
VHOZ0 Index;-29;2000;;02.11.2020 10:33
VHOZ0 Index;-30;5000;;02.11.2020 14:16
VHOZ0 Index;-30;5000;;02.11.2020 14:54
VHOZ0 Index;-20;300;;03.11.2020 15:42
VHOZ1 Index;42;4120;;03.12.2019 09:44
VHOZ1 Index;42;5000;;04.12.2019 09:52
VHOZ1 Index;42;12000;;04.12.2019 11:07
VHOZ1 Index;42;2000;;04.12.2019 11:11
VHOZ1 Index;41,5;2500;;04.12.2019 14:51
VHOZ1 Index;42;2500;;04.12.2019 14:52
VHOZ1 Index;41,5;4000;;04.12.2019 14:52
VHOZ1 Index;41,5;3500;;05.12.2019 12:23
VHOZ1 Index;42;3500;;05.12.2019 12:23
VHOZ1 Index;42;2500;;05.12.2019 13:15
VHOZ1 Index;41,5;2500;;05.12.2019 13:15
VHOZ1 Index;42;5000;;05.12.2019 16:05
VHOZ1 Index;41;3000;;11.12.2019 15:47
VHOZ1 Index;41,5;3000;;12.12.2019 13:18
VHOZ1 Index;41,5;3000;;12.12.2019 13:42
VHOZ1 Index;41,5;4100;;12.12.2019 13:52
VHOZ1 Index;41,5;1000;;12.12.2019 14:05
VHOZ1 Index;41,5;5000;;12.12.2019 14:24
VHOZ1 Index;42,5;3000;;13.12.2019 15:21
VHOZ1 Index;42,5;1500;;13.12.2019 16:00
VHOZ1 Index;42;1500;;13.12.2019 16:00
VHOZ1 Index;42,5;1600;;16.12.2019 12:37
VHOZ1 Index;43;1600;;16.12.2019 12:37
VHOZ1 Index;43;3000;;18.12.2019 09:59
VHOZ1 Index;42,5;600;;20.12.2019 16:16
VHOZ1 Index;42;2119;;27.12.2019 10:08
VHOZ1 Index;39,5;7500;;08.01.2020 15:10
VHOZ1 Index;39,5;400;;08.01.2020 15:55
VHOZ1 Index;39,5;5000;;08.01.2020 17:32
VHOZ1 Index;39,5;2000;;09.01.2020 14:40
VHOZ1 Index;39,5;4000;;09.01.2020 15:36
VHOZ1 Index;39;312;;09.01.2020 16:57
VHOZ1 Index;39,5;311;;09.01.2020 16:57
VHOZ1 Index;39;845;;10.01.2020 12:39
VHOZ1 Index;39,5;845;;10.01.2020 12:40
VHOZ1 Index;39,5;10000;;13.01.2020 11:19
VHOZ1 Index;39,5;3000;;13.01.2020 11:37
VHOZ1 Index;39,5;750;;13.01.2020 14:47
VHOZ1 Index;39;5000;;13.01.2020 17:31
VHOZ1 Index;39,5;5000;;13.01.2020 17:39
VHOZ1 Index;39;4000;;14.01.2020 13:28
VHOZ1 Index;39;5000;;14.01.2020 14:14
VHOZ1 Index;39;5000;;14.01.2020 14:35
VHOZ1 Index;39;2500;;14.01.2020 15:47
VHOZ1 Index;39;2500;;14.01.2020 16:25
VHOZ1 Index;38,5;5000;;15.01.2020 17:34
VHOZ1 Index;38,5;2500;;16.01.2020 12:54
VHOZ1 Index;39;2500;;16.01.2020 12:54
VHOZ1 Index;38,5;2500;;16.01.2020 13:23
VHOZ1 Index;39;2500;;16.01.2020 13:23
VHOZ1 Index;38;3750;;23.01.2020 12:44
VHOZ1 Index;38;1000;;23.01.2020 15:33
VHOZ1 Index;38,5;1000;;23.01.2020 15:34
VHOZ1 Index;39;1250;;23.01.2020 15:39
VHOZ1 Index;38,5;1000;;23.01.2020 16:43
VHOZ1 Index;38;1000;;23.01.2020 16:43
VHOZ1 Index;38,5;2000;;24.01.2020 13:20
VHOZ1 Index;38,5;2000;;24.01.2020 13:27
VHOZ1 Index;38;250;;24.01.2020 16:59
VHOZ1 Index;38,5;250;;24.01.2020 16:59
VHOZ1 Index;38;300;;28.01.2020 14:44
VHOZ1 Index;38,5;300;;28.01.2020 14:44
VHOZ1 Index;38;5000;;29.01.2020 15:24
VHOZ1 Index;37,5;5000;;29.01.2020 15:24
VHOZ1 Index;37,5;2500;;29.01.2020 15:47
VHOZ1 Index;38;2500;;29.01.2020 15:47
VHOZ1 Index;37,5;1000;;29.01.2020 15:53
VHOZ1 Index;38;1000;;29.01.2020 15:53
VHOZ1 Index;38,5;5000;;31.01.2020 15:09
VHOZ1 Index;39;1500;;31.01.2020 16:38
VHOZ1 Index;39,5;1500;;31.01.2020 16:38
VHOZ1 Index;39,5;1000;;31.01.2020 16:46
VHOZ1 Index;39;1000;;31.01.2020 16:46
VHOZ1 Index;39;3000;;03.02.2020 13:37
VHOZ1 Index;39;1000;;03.02.2020 13:43
VHOZ1 Index;39,5;1000;;03.02.2020 13:43
VHOZ1 Index;39;2500;;05.02.2020 12:44
VHOZ1 Index;39;2500;;05.02.2020 12:50
VHOZ1 Index;37,5;5000;;11.02.2020 12:29
VHOZ1 Index;37;4000;;11.02.2020 15:11
VHOZ1 Index;37;2500;;11.02.2020 15:18
VHOZ1 Index;37;3750;;12.02.2020 14:28
VHOZ1 Index;37,5;3750;;12.02.2020 14:29
VHOZ1 Index;37;5000;;13.02.2020 11:43
VHOZ1 Index;37;5625;;13.02.2020 12:00
VHOZ1 Index;38;1875;;13.02.2020 12:01
VHOZ1 Index;37;1000;;13.02.2020 16:10
VHOZ1 Index;37,5;1000;;13.02.2020 16:10
VHOZ1 Index;37,5;5000;;14.02.2020 11:28
VHOZ1 Index;38;1000;;14.02.2020 11:31
VHOZ1 Index;37,5;1000;;14.02.2020 11:31
VHOZ1 Index;38;6500;;14.02.2020 11:40
VHOZ1 Index;37,5;6500;;14.02.2020 11:41
VHOZ1 Index;37,5;1000;;14.02.2020 11:41
VHOZ1 Index;37,5;3500;;14.02.2020 11:42
VHOZ1 Index;38;1000;;14.02.2020 11:42
VHOZ1 Index;38;3500;;14.02.2020 11:42
VHOZ1 Index;37,5;500;;14.02.2020 11:46
VHOZ1 Index;38;500;;14.02.2020 11:47
VHOZ1 Index;37,5;3500;;14.02.2020 11:48
VHOZ1 Index;38;3500;;14.02.2020 11:48
VHOZ1 Index;38;1721;;14.02.2020 16:12
VHOZ1 Index;38;2000;;14.02.2020 16:42
VHOZ1 Index;38,5;2000;;14.02.2020 16:43
VHOZ1 Index;38;6000;;14.02.2020 16:43
VHOZ1 Index;38,5;6000;;14.02.2020 16:43
VHOZ1 Index;38;1000;;14.02.2020 16:48
VHOZ1 Index;38,5;1000;;14.02.2020 16:49
VHOZ1 Index;38,5;1000;;14.02.2020 16:51
VHOZ1 Index;38;1000;;14.02.2020 16:51
VHOZ1 Index;39,5;2500;;17.02.2020 13:19
VHOZ1 Index;39;2500;;17.02.2020 13:19
VHOZ1 Index;40;8000;;18.02.2020 15:57
VHOZ1 Index;39,5;2500;;19.02.2020 13:59
VHOZ1 Index;40;2500;;19.02.2020 14:00
VHOZ1 Index;40;4000;;19.02.2020 15:16
VHOZ1 Index;40;2000;;19.02.2020 15:17
VHOZ1 Index;40;2000;;19.02.2020 15:18
VHOZ1 Index;40,5;5000;;19.02.2020 16:43
VHOZ1 Index;40,5;2000;;19.02.2020 17:05
VHOZ1 Index;40,5;3000;;19.02.2020 17:06
VHOZ1 Index;40,5;5000;;20.02.2020 10:58
VHOZ1 Index;40,5;5000;;20.02.2020 11:03
VHOZ1 Index;40,5;5000;;20.02.2020 11:12
VHOZ1 Index;40,5;2500;;21.02.2020 12:44
VHOZ1 Index;41;2500;;21.02.2020 12:45
VHOZ1 Index;40;4470;;28.02.2020 09:50
VHOZ1 Index;40;1500;;28.02.2020 11:58
VHOZ1 Index;41;500;;28.02.2020 11:58
VHOZ1 Index;40,5;2000;;28.02.2020 12:58
VHOZ1 Index;40,5;5900;;02.03.2020 09:25
VHOZ1 Index;41;6000;;02.03.2020 09:28
VHOZ1 Index;41;6000;;02.03.2020 11:31
VHOZ1 Index;41;5000;;02.03.2020 11:31
VHOZ1 Index;41;1000;;02.03.2020 12:09
VHOZ1 Index;42;6000;;02.03.2020 12:44
VHOZ1 Index;42;5000;;02.03.2020 14:33
VHOZ1 Index;42;7500;;02.03.2020 14:57
VHOZ1 Index;42;5000;;02.03.2020 14:58
VHOZ1 Index;41;7300;;03.03.2020 11:01
VHOZ1 Index;41;1936;;03.03.2020 15:08
VHOZ1 Index;41,5;3700;;04.03.2020 09:48
VHOZ1 Index;42;3700;;04.03.2020 09:48
VHOZ1 Index;41,5;5000;;04.03.2020 12:52
VHOZ1 Index;40;100;;04.03.2020 13:36
VHOZ1 Index;41,5;5000;;04.03.2020 15:42
VHOZ1 Index;41,5;750;;04.03.2020 16:24
VHOZ1 Index;41,5;5000;;04.03.2020 18:01
VHOZ1 Index;41,5;8200;;05.03.2020 09:33
VHOZ1 Index;43;6200;;06.03.2020 12:09
VHOZ1 Index;45;5000;;06.03.2020 14:18
VHOZ1 Index;45;10000;;06.03.2020 15:11
VHOZ1 Index;44;5000;;06.03.2020 16:05
VHOZ1 Index;44;5000;;06.03.2020 16:32
VHOZ1 Index;45,5;3000;;09.03.2020 17:49
VHOZ1 Index;43;9200;;10.03.2020 10:46
VHOZ1 Index;42;5000;;10.03.2020 13:35
VHOZ1 Index;43;6750;;11.03.2020 11:14
VHOZ1 Index;43,5;15000;;11.03.2020 11:24
VHOZ1 Index;46;5000;;11.03.2020 15:54
VHOZ1 Index;46;5000;;11.03.2020 15:59
VHOZ1 Index;46;4000;;12.03.2020 12:42
VHOZ1 Index;47,5;5000;;12.03.2020 13:45
VHOZ1 Index;47,5;2000;;12.03.2020 13:56
VHOZ1 Index;48;7000;;12.03.2020 16:48
VHOZ1 Index;48;3000;;12.03.2020 17:34
VHOZ1 Index;48;8000;;12.03.2020 17:41
VHOZ1 Index;48;12000;;12.03.2020 17:50
VHOZ1 Index;45;7323;;16.03.2020 14:44
VHOZ1 Index;45;5000;;16.03.2020 15:42
VHOZ1 Index;47;5000;;17.03.2020 10:54
VHOZ1 Index;45;3035;;17.03.2020 11:34
VHOZ1 Index;30;5000;;18.03.2020 09:54
VHOZ1 Index;25;2000;;18.03.2020 11:23
VHOZ1 Index;20;2312;;18.03.2020 16:19
VHOZ1 Index;25;5000;;18.03.2020 16:39
VHOZ1 Index;23;11500;;19.03.2020 10:11
VHOZ1 Index;30;5000;;19.03.2020 12:14
VHOZ1 Index;30;5000;;19.03.2020 12:15
VHOZ1 Index;32;500;;19.03.2020 13:36
VHOZ1 Index;30;3000;;19.03.2020 17:12
VHOZ1 Index;30;5000;;20.03.2020 11:21
VHOZ1 Index;32;15000;;23.03.2020 13:28
VHOZ1 Index;32;7500;;23.03.2020 13:28
VHOZ1 Index;27;4000;;24.03.2020 12:19
VHOZ1 Index;27;1000;;24.03.2020 12:23
VHOZ1 Index;26,5;4000;;24.03.2020 12:57
VHOZ1 Index;26,5;1000;;24.03.2020 13:03
VHOZ1 Index;25,5;3000;;24.03.2020 14:22
VHOZ1 Index;25,5;2000;;24.03.2020 14:25
VHOZ1 Index;25;4000;;25.03.2020 15:26
VHOZ1 Index;25;7000;;25.03.2020 16:05
VHOZ1 Index;25;5000;;25.03.2020 16:05
VHOZ1 Index;25;9000;;25.03.2020 16:44
VHOZ1 Index;27;7500;;26.03.2020 11:01
VHOZ1 Index;27;7500;;26.03.2020 13:49
VHOZ1 Index;25;6200;;26.03.2020 15:56
VHOZ1 Index;23;5000;;27.03.2020 10:52
VHOZ1 Index;24;8000;;27.03.2020 11:01
VHOZ1 Index;23;7500;;27.03.2020 11:38
VHOZ1 Index;23;2500;;27.03.2020 12:07
VHOZ1 Index;23;20000;;27.03.2020 14:52
VHOZ1 Index;23;400;;27.03.2020 16:41
VHOZ1 Index;23;5000;;31.03.2020 16:21
VHOZ1 Index;23;5000;;31.03.2020 17:25
VHOZ1 Index;23;8000;;31.03.2020 17:53
VHOZ1 Index;24;10000;;01.04.2020 12:53
VHOZ1 Index;23,5;10000;;01.04.2020 12:53
VHOZ1 Index;23,5;2500;;01.04.2020 14:05
VHOZ1 Index;24;2500;;01.04.2020 14:06
VHOZ1 Index;23,5;3500;;01.04.2020 14:08
VHOZ1 Index;24;3500;;01.04.2020 14:08
VHOZ1 Index;26;16000;;03.04.2020 12:16
VHOZ1 Index;26;1000;;03.04.2020 12:22
VHOZ1 Index;27;8000;;03.04.2020 17:13
VHOZ1 Index;30;2000;;03.04.2020 17:21
VHOZ1 Index;34;10000;;07.04.2020 14:51
VHOZ1 Index;32;5000;;07.04.2020 15:00
VHOZ1 Index;34;5000;;07.04.2020 15:48
VHOZ1 Index;34;3000;;07.04.2020 17:26
VHOZ1 Index;34;2000;;07.04.2020 17:27
VHOZ1 Index;34;5000;;07.04.2020 17:34
VHOZ1 Index;32;200;;08.04.2020 11:48
VHOZ1 Index;36;5000;;08.04.2020 12:41
VHOZ1 Index;36;3000;;08.04.2020 13:38
VHOZ1 Index;36;2000;;08.04.2020 18:29
VHOZ1 Index;37;10000;;09.04.2020 11:07
VHOZ1 Index;38;5000;;09.04.2020 12:04
VHOZ1 Index;38;3000;;09.04.2020 12:05
VHOZ1 Index;38;2000;;09.04.2020 12:48
VHOZ1 Index;38;10000;;09.04.2020 14:45
VHOZ1 Index;38;3000;;09.04.2020 14:48
VHOZ1 Index;38;5000;;17.04.2020 14:24
VHOZ1 Index;38;2500;;20.04.2020 16:31
VHOZ1 Index;38;5000;;21.04.2020 17:52
VHOZ1 Index;37;2000;;22.04.2020 16:55
VHOZ1 Index;36,5;3000;;22.04.2020 17:46
VHOZ1 Index;36,5;4000;;22.04.2020 17:56
VHOZ1 Index;36;7500;;28.04.2020 13:37
VHOZ1 Index;38;10000;;29.04.2020 17:13
VHOZ1 Index;38;5000;;30.04.2020 14:08
VHOZ1 Index;38;3000;;30.04.2020 17:22
VHOZ1 Index;38,5;5000;;04.05.2020 15:52
VHOZ1 Index;39;5000;;04.05.2020 18:05
VHOZ1 Index;39;3000;;04.05.2020 18:28
VHOZ1 Index;38,5;2000;;05.05.2020 15:06
VHOZ1 Index;38,5;10000;;05.05.2020 15:06
VHOZ1 Index;38,5;3000;;05.05.2020 15:20
VHOZ1 Index;38,5;3000;;05.05.2020 16:41
VHOZ1 Index;38;5000;;06.05.2020 11:51
VHOZ1 Index;39;1400;;06.05.2020 13:07
VHOZ1 Index;39;7500;;06.05.2020 14:54
VHOZ1 Index;39;2000;;08.05.2020 14:11
VHOZ1 Index;40,5;8000;;08.05.2020 15:11
VHOZ1 Index;40;2000;;08.05.2020 15:23
VHOZ1 Index;40,5;3000;;08.05.2020 15:31
VHOZ1 Index;40;4000;;11.05.2020 11:58
VHOZ1 Index;40;5000;;11.05.2020 12:45
VHOZ1 Index;40,5;8000;;13.05.2020 15:23
VHOZ1 Index;43;2000;;14.05.2020 13:56
VHOZ1 Index;43;2500;;14.05.2020 14:28
VHOZ1 Index;43;5000;;14.05.2020 14:28
VHOZ1 Index;43;5000;;14.05.2020 17:58
VHOZ1 Index;42;10000;;15.05.2020 11:51
VHOZ1 Index;42;5000;;15.05.2020 12:28
VHOZ1 Index;43;10000;;15.05.2020 17:13
VHOZ1 Index;42;2000;;19.05.2020 10:34
VHOZ1 Index;42;7000;;19.05.2020 16:25
VHOZ1 Index;42;2000;;20.05.2020 12:27
VHOZ1 Index;44;10000;;20.05.2020 15:17
VHOZ1 Index;44;2000;;20.05.2020 15:17
VHOZ1 Index;44,5;17000;;21.05.2020 11:39
VHOZ1 Index;44,5;5000;;21.05.2020 12:33
VHOZ1 Index;45;10000;;21.05.2020 12:49
VHOZ1 Index;44,5;4000;;21.05.2020 16:00
VHOZ1 Index;45,5;10000;;21.05.2020 17:22
VHOZ1 Index;45,5;5000;;22.05.2020 17:06
VHOZ1 Index;45;7500;;22.05.2020 17:22
VHOZ1 Index;45;5000;;26.05.2020 12:54
VHOZ1 Index;44,5;3000;;26.05.2020 16:56
VHOZ1 Index;45;5000;;26.05.2020 17:20
VHOZ1 Index;44;10000;;27.05.2020 11:26
VHOZ1 Index;44;8000;;27.05.2020 11:32
VHOZ1 Index;44;10000;;27.05.2020 11:51
VHOZ1 Index;43;10000;;28.05.2020 17:08
VHOZ1 Index;44;5000;;28.05.2020 17:12
VHOZ1 Index;44;5000;;28.05.2020 17:21
VHOZ1 Index;43,5;1000;;29.05.2020 14:16
VHOZ1 Index;43,5;5000;;29.05.2020 14:48
VHOZ1 Index;45;2000;;01.06.2020 12:20
VHOZ1 Index;44;10000;;01.06.2020 12:24
VHOZ1 Index;45;2000;;01.06.2020 12:30
VHOZ1 Index;44;5000;;01.06.2020 13:07
VHOZ1 Index;44;7500;;01.06.2020 13:46
VHOZ1 Index;44;2000;;01.06.2020 14:58
VHOZ1 Index;44;15000;;02.06.2020 11:44
VHOZ1 Index;44;10000;;03.06.2020 11:52
VHOZ1 Index;44;2500;;03.06.2020 12:10
VHOZ1 Index;44;4000;;03.06.2020 12:47
VHOZ1 Index;42;3000;;03.06.2020 13:27
VHOZ1 Index;39;1000;;05.06.2020 14:11
VHOZ1 Index;38;2000;;08.06.2020 10:38
VHOZ1 Index;38;2000;;08.06.2020 11:16
VHOZ1 Index;37,5;10000;;08.06.2020 12:25
VHOZ1 Index;37;2000;;08.06.2020 14:00
VHOZ1 Index;37,5;10000;;08.06.2020 17:03
VHOZ1 Index;37,5;3000;;09.06.2020 17:05
VHOZ1 Index;37,5;2000;;09.06.2020 17:36
VHOZ1 Index;37;4000;;09.06.2020 17:36
VHOZ1 Index;37;15000;;09.06.2020 17:42
VHOZ1 Index;36,5;10000;;10.06.2020 11:14
VHOZ1 Index;37;2000;;10.06.2020 12:03
VHOZ1 Index;36;2000;;10.06.2020 12:26
VHOZ1 Index;36;500;;10.06.2020 13:40
VHOZ1 Index;35;2000;;10.06.2020 14:09
VHOZ1 Index;36,5;5000;;10.06.2020 14:57
VHOZ1 Index;36,5;2000;;10.06.2020 15:04
VHOZ1 Index;36,5;5000;;10.06.2020 15:08
VHOZ1 Index;36,5;10000;;10.06.2020 16:05
VHOZ1 Index;36,5;10000;;10.06.2020 17:43
VHOZ1 Index;36,5;2000;;10.06.2020 18:05
VHOZ1 Index;36;5000;;11.06.2020 11:57
VHOZ1 Index;36,5;5000;;11.06.2020 12:43
VHOZ1 Index;35,5;1800;;11.06.2020 15:41
VHOZ1 Index;36,5;3000;;11.06.2020 17:15
VHOZ1 Index;36,5;10000;;11.06.2020 17:41
VHOZ1 Index;36,5;10000;;11.06.2020 17:50
VHOZ1 Index;36,5;5000;;11.06.2020 17:52
VHOZ1 Index;36;5000;;12.06.2020 10:59
VHOZ1 Index;36;4000;;12.06.2020 12:45
VHOZ1 Index;37;15000;;15.06.2020 15:23
VHOZ1 Index;33;13000;;16.06.2020 13:50
VHOZ1 Index;39,5;5000;;17.06.2020 13:31
VHOZ1 Index;35;150;;18.06.2020 14:37
VHOZ1 Index;31;2000;;19.06.2020 14:13
VHOZ1 Index;31;3000;;22.06.2020 15:21
VHOZ1 Index;30,5;4000;;22.06.2020 15:22
VHOZ1 Index;31;4000;;22.06.2020 15:22
VHOZ1 Index;32;2000;;22.06.2020 16:49
VHOZ1 Index;30,5;10000;;23.06.2020 16:19
VHOZ1 Index;30,5;3000;;23.06.2020 16:39
VHOZ1 Index;30,5;5000;;24.06.2020 15:30
VHOZ1 Index;31;2000;;24.06.2020 16:52
VHOZ1 Index;31;5000;;25.06.2020 10:55
VHOZ1 Index;31;2000;;25.06.2020 11:29
VHOZ1 Index;31;8000;;25.06.2020 11:37
VHOZ1 Index;31;10000;;25.06.2020 16:05
VHOZ1 Index;29;9000;;25.06.2020 17:33
VHOZ1 Index;29;4000;;25.06.2020 17:33
VHOZ1 Index;30;3000;;26.06.2020 11:14
VHOZ1 Index;30;1000;;26.06.2020 11:27
VHOZ1 Index;30;5000;;26.06.2020 15:10
VHOZ1 Index;29,5;5000;;29.06.2020 13:20
VHOZ1 Index;30,5;5000;;30.06.2020 16:29
VHOZ1 Index;31;7500;;01.07.2020 15:34
VHOZ1 Index;31;2000;;01.07.2020 15:53
VHOZ1 Index;30,5;3000;;02.07.2020 10:39
VHOZ1 Index;31;3000;;02.07.2020 10:39
VHOZ1 Index;30,5;2000;;02.07.2020 10:43
VHOZ1 Index;30,5;1000;;02.07.2020 14:54
VHOZ1 Index;30,5;3000;;02.07.2020 16:02
VHOZ1 Index;30,5;7000;;02.07.2020 16:19
VHOZ1 Index;31,5;5000;;03.07.2020 10:47
VHOZ1 Index;33;5000;;06.07.2020 13:23
VHOZ1 Index;32,5;10000;;06.07.2020 17:23
VHOZ1 Index;33,5;5000;;07.07.2020 11:19
VHOZ1 Index;32,5;6200;;08.07.2020 11:29
VHOZ1 Index;33;5000;;08.07.2020 17:15
VHOZ1 Index;32,5;2000;;13.07.2020 13:33
VHOZ1 Index;31,5;5000;;14.07.2020 16:34
VHOZ1 Index;31,5;5000;;14.07.2020 17:07
VHOZ1 Index;31;5000;;14.07.2020 17:07
VHOZ1 Index;32;1500;;16.07.2020 11:26
VHOZ1 Index;31,5;10000;;21.07.2020 15:47
VHOZ1 Index;31;1500;;24.07.2020 11:14
VHOZ1 Index;31,5;1500;;24.07.2020 11:14
VHOZ1 Index;31;1500;;28.07.2020 11:00
VHOZ1 Index;31,5;1500;;28.07.2020 11:00
VHOZ1 Index;31,5;5000;;29.07.2020 12:32
VHOZ1 Index;31,5;5000;;29.07.2020 17:15
VHOZ1 Index;31;1500;;29.07.2020 17:30
VHOZ1 Index;31,5;1500;;29.07.2020 17:31
VHOZ1 Index;31;4000;;29.07.2020 18:35
VHOZ1 Index;31,5;4000;;29.07.2020 18:35
VHOZ1 Index;31,5;1000;;30.07.2020 16:22
VHOZ1 Index;31;1000;;30.07.2020 16:22
VHOZ1 Index;31;5000;;31.07.2020 10:58
VHOZ1 Index;31,5;5000;;03.08.2020 17:13
VHOZ1 Index;31;5000;;04.08.2020 16:40
VHOZ1 Index;31;3000;;05.08.2020 12:28
VHOZ1 Index;31,5;100;;06.08.2020 13:26
VHOZ1 Index;30,5;5000;;07.08.2020 15:08
VHOZ1 Index;30;2500;;07.08.2020 16:44
VHOZ1 Index;30,5;2500;;07.08.2020 16:44
VHOZ1 Index;30,5;5000;;10.08.2020 16:24
VHOZ1 Index;30,5;2000;;11.08.2020 10:39
VHOZ1 Index;30,5;6000;;11.08.2020 10:41
VHOZ1 Index;30,5;1000;;11.08.2020 11:16
VHOZ1 Index;30;10000;;12.08.2020 10:44
VHOZ1 Index;30;3000;;12.08.2020 15:54
VHOZ1 Index;30;2000;;12.08.2020 16:57
VHOZ1 Index;30;5000;;17.08.2020 12:54
VHOZ1 Index;30;100;;18.08.2020 11:54
VHOZ1 Index;30;4000;;19.08.2020 10:12
VHOZ1 Index;30;5000;;19.08.2020 12:55
VHOZ1 Index;30;5000;;19.08.2020 15:30
VHOZ1 Index;30;4500;;19.08.2020 16:21
VHOZ1 Index;30;5000;;19.08.2020 16:53
VHOZ1 Index;30;5000;;19.08.2020 17:43
VHOZ1 Index;30;5000;;19.08.2020 18:01
VHOZ1 Index;30;3000;;19.08.2020 18:02
VHOZ1 Index;30;5000;;20.08.2020 11:58
VHOZ1 Index;30;5000;;20.08.2020 16:00
VHOZ1 Index;30;5000;;20.08.2020 16:31
